lsm_id,section_type,structure_pattern,rhythm_profile,rhyme_profile,emotional_arc,viral_trigger,platform_fit,genre_adaptability,notes
LSM-0262,outro,hook_fade,long_flowing,near_rhyme,release,caption_friendly,live_performance,southern_rock_blues,outro_hook_fade_long_flowing_near_rhyme_release_caption_friendly_live_performance_southern_rock_blues_pattern_262
LSM-0263,hook,twist_section,short_punchy,dense_end_rhyme,tension_build,repeatable_phrase,both,southern_rock_blues,hook_twist_section_short_punchy_dense_end_rhyme_tension_build_repeatable_phrase_both_southern_rock_blues_pattern_263
LSM-0264,post_chorus,hook_fade,laid_back,no_rhyme,melancholy_swell,caption_friendly,tiktok_soundbite,country_pop,post_chorus_hook_fade_laid_back_no_rhyme_melancholy_swell_caption_friendly_tiktok_soundbite_country_pop_pattern_264
LSM-0265,outro,one_liner,half_time,alt_rhyme,resolve,singalong_moment,both,latin_fusion,outro_one_liner_half_time_alt_rhyme_resolve_singalong_moment_both_latin_fusion_pattern_265
LSM-0266,post_chorus,question_answer,mid_tempo_bounce,dense_end_rhyme,release,group_chant,album_listen,country_pop,post_chorus_question_answer_mid_tempo_bounce_dense_end_rhyme_release_group_chant_album_listen_country_pop_pattern_266
LSM-0267,breakdown,progressive_build,double_time,near_rhyme,nostalgia,shock_line,both,rock_friendly,breakdown_progressive_build_double_time_near_rhyme_nostalgia_shock_line_both_rock_friendly_pattern_267
LSM-0268,hook,rise_drop,long_flowing,mixed_scheme,victory,loop_bait,tiktok_soundbite,rock_friendly,hook_rise_drop_long_flowing_mixed_scheme_victory_loop_bait_tiktok_soundbite_rock_friendly_pattern_268
LSM-0269,chorus,question_answer,mid_tempo_bounce,triple_rhyme,reflection,anticipation_line,shorts_reels,trap_pop_friendly,chorus_question_answer_mid_tempo_bounce_triple_rhyme_reflection_anticipation_line_shorts_reels_trap_pop_friendly_pattern_269
LSM-0270,intro,one_liner,stop_start,no_rhyme,resolve,shock_line,shorts_reels,rock_friendly,intro_one_liner_stop_start_no_rhyme_resolve_shock_line_shorts_reels_rock_friendly_pattern_270
LSM-0271,tag,riff_based,laid_back,near_rhyme,reflection,loop_bait,album_listen,country_pop,tag_riff_based_laid_back_near_rhyme_reflection_loop_bait_album_listen_country_pop_pattern_271
LSM-0272,post_chorus,stacked_hooks,short_punchy,light_internal,confession,loop_bait,album_listen,indie_pop,post_chorus_stacked_hooks_short_punchy_light_internal_confession_loop_bait_album_listen_indie_pop_pattern_272
LSM-0273,chorus,twist_section,double_time,dense_end_rhyme,rise,new_perspective,album_listen,southern_rock_blues,chorus_twist_section_double_time_dense_end_rhyme_rise_new_perspective_album_listen_southern_rock_blues_pattern_273
LSM-0274,breakdown,one_liner,short_punchy,light_internal,confession,story_pull,full_song_streaming,rock_friendly,breakdown_one_liner_short_punchy_light_internal_confession_story_pull_full_song_streaming_rock_friendly_pattern_274
LSM-0275,bridge,melodic_run,short_punchy,no_rhyme,rise,transition_bait,live_performance,indie_pop,bridge_melodic_run_short_punchy_no_rhyme_rise_transition_bait_live_performance_indie_pop_pattern_275
LSM-0276,hook,build_drop,half_time,light_internal,confession,loop_bait,album_listen,reggaeton_pop,hook_build_drop_half_time_light_internal_confession_loop_bait_album_listen_reggaeton_pop_pattern_276
LSM-0277,post_chorus,hook_teaser,mid_tempo_bounce,near_rhyme,tension_build,echo_hook,full_song_streaming,rock_friendly,post_chorus_hook_teaser_mid_tempo_bounce_near_rhyme_tension_build_echo_hook_full_song_streaming_rock_friendly_pattern_277
LSM-0278,outro,melodic_run,long_flowing,slant_rhyme,melancholy_swell,loop_bait,album_listen,reggaeton_pop,outro_melodic_run_long_flowing_slant_rhyme_melancholy_swell_loop_bait_album_listen_reggaeton_pop_pattern_278
LSM-0279,intro,ab_ab,short_punchy,near_rhyme,nostalgia,singalong_moment,album_listen,reggaeton_pop,intro_ab_ab_short_punchy_near_rhyme_nostalgia_singalong_moment_album_listen_reggaeton_pop_pattern_279
LSM-0280,breakdown,ab_ca,long_flowing,mixed_scheme,melancholy_swell,preview_hook_line,shorts_reels,latin_fusion,breakdown_ab_ca_long_flowing_mixed_scheme_melancholy_swell_preview_hook_line_shorts_reels_latin_fusion_pattern_280
LSM-0281,tag,one_liner,double_time,alt_rhyme,melancholy_swell,new_perspective,album_listen,cross_genre,tag_one_liner_double_time_alt_rhyme_melancholy_swell_new_perspective_album_listen_cross_genre_pattern_281
LSM-0282,hook,riff_based,mid_tempo_bounce,no_rhyme,melancholy_swell,new_perspective,both,cumbia_reggae_friendly,hook_riff_based_mid_tempo_bounce_no_rhyme_melancholy_swell_new_perspective_both_cumbia_reggae_friendly_pattern_282
LSM-0283,intro,hook_teaser,syncopated,triple_rhyme,melancholy_swell,transition_bait,shorts_reels,cross_genre,intro_hook_teaser_syncopated_triple_rhyme_melancholy_swell_transition_bait_shorts_reels_cross_genre_pattern_283
LSM-0284,tag,stacked_hooks,long_flowing,no_rhyme,release,shock_line,both,indie_pop,tag_stacked_hooks_long_flowing_no_rhyme_release_shock_line_both_indie_pop_pattern_284
LSM-0285,intro,twist_section,mid_tempo_bounce,slant_rhyme,rise,group_chant,full_song_streaming,latin_fusion,intro_twist_section_mid_tempo_bounce_slant_rhyme_rise_group_chant_full_song_streaming_latin_fusion_pattern_285
LSM-0286,pre_chorus,chant_block,laid_back,no_rhyme,victory,singalong_moment,live_performance,country_pop,pre_chorus_chant_block_laid_back_no_rhyme_victory_singalong_moment_live_performance_country_pop_pattern_286
LSM-0287,intro,ab_ca,laid_back,mixed_scheme,reflection,loop_bait,album_listen,rock_friendly,intro_ab_ca_laid_back_mixed_scheme_reflection_loop_bait_album_listen_rock_friendly_pattern_287
LSM-0288,pre_chorus,question_answer,double_time,mixed_scheme,twist,transition_bait,album_listen,indie_pop,pre_chorus_question_answer_double_time_mixed_scheme_twist_transition_bait_album_listen_indie_pop_pattern_288
LSM-0289,chorus,story_loop,half_time,slant_rhyme,twist,singalong_moment,full_song_streaming,indie_pop,chorus_story_loop_half_time_slant_rhyme_twist_singalong_moment_full_song_streaming_indie_pop_pattern_289
LSM-0290,breakdown,riff_based,syncopated,mixed_scheme,victory,singalong_moment,both,acoustic_ballad,breakdown_riff_based_syncopated_mixed_scheme_victory_singalong_moment_both_acoustic_ballad_pattern_290
LSM-0291,post_chorus,ab_cb,stop_start,no_rhyme,nostalgia,singalong_moment,shorts_reels,acoustic_ballad,post_chorus_ab_cb_stop_start_no_rhyme_nostalgia_singalong_moment_shorts_reels_acoustic_ballad_pattern_291
LSM-0292,intro,one_liner,mid_tempo_bounce,mixed_scheme,reflection,caption_friendly,full_song_streaming,country_pop,intro_one_liner_mid_tempo_bounce_mixed_scheme_reflection_caption_friendly_full_song_streaming_country_pop_pattern_292
LSM-0293,chorus,progressive_build,half_time,triple_rhyme,release,shout_along,live_performance,southern_rock_blues,chorus_progressive_build_half_time_triple_rhyme_release_shout_along_live_performance_southern_rock_blues_pattern_293
LSM-0294,chorus,call_response,short_punchy,slant_rhyme,resolve,repeatable_phrase,tiktok_soundbite,latin_fusion,chorus_call_response_short_punchy_slant_rhyme_resolve_repeatable_phrase_tiktok_soundbite_latin_fusion_pattern_294
LSM-0295,hook,stacked_hooks,mid_tempo_bounce,near_rhyme,rise,loop_bait,shorts_reels,latin_fusion,hook_stacked_hooks_mid_tempo_bounce_near_rhyme_rise_loop_bait_shorts_reels_latin_fusion_pattern_295
LSM-0296,breakdown,stacked_hooks,laid_back,triple_rhyme,nostalgia,new_perspective,both,cross_genre,breakdown_stacked_hooks_laid_back_triple_rhyme_nostalgia_new_perspective_both_cross_genre_pattern_296
LSM-0297,verse,hook_fade,laid_back,dense_end_rhyme,release,echo_hook,shorts_reels,cross_genre,verse_hook_fade_laid_back_dense_end_rhyme_release_echo_hook_shorts_reels_cross_genre_pattern_297
LSM-0298,bridge,stacked_hooks,long_flowing,triple_rhyme,rise,repeatable_phrase,full_song_streaming,southern_rock_blues,bridge_stacked_hooks_long_flowing_triple_rhyme_rise_repeatable_phrase_full_song_streaming_southern_rock_blues_pattern_298
LSM-0299,tag,ab_cb,double_time,triple_rhyme,reflection,caption_friendly,live_performance,reggaeton_pop,tag_ab_cb_double_time_triple_rhyme_reflection_caption_friendly_live_performance_reggaeton_pop_pattern_299
LSM-0300,breakdown,ab_ca,syncopated,triple_rhyme,resolve,singalong_moment,tiktok_soundbite,rock_friendly,breakdown_ab_ca_syncopated_triple_rhyme_resolve_singalong_moment_tiktok_soundbite_rock_friendly_pattern_300
