atom_id,source_dataset_id,source_row_id,atom_category,primary_label,secondary_labels,attributes,tags,provenance,confidence,status,notes
vm_ttk:TTK-0172:C,tiktok_concept_patterns,TTK-0172,concept_pattern,countdown_tease,"[""hook_only"", ""15_to_30s"", ""meme_potential""]","{""ttk_id"": ""TTK-0172"", ""concept_type"": ""countdown_tease"", ""format_structure"": ""hook_only"", ""payoff_timing"": ""15_to_30s"", ""audio_focus"": ""silence_then_boom"", ""visual_hook_hint"": ""emoji_spam"", ""viral_mechanism"": ""meme_potential"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 28, ""notes"": ""countdown_tease_silence_then_boom_meme_potential""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0173:C,tiktok_concept_patterns,TTK-0173,concept_pattern,live_teaser,"[""problem_solution"", ""3_to_7s"", ""controversy_but_safe""]","{""ttk_id"": ""TTK-0173"", ""concept_type"": ""live_teaser"", ""format_structure"": ""problem_solution"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""beat_switch"", ""visual_hook_hint"": ""POV_handheld"", ""viral_mechanism"": ""controversy_but_safe"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 7, ""notes"": ""controversy_but_safe_live_teaser_problem_solution""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0174:C,tiktok_concept_patterns,TTK-0174,concept_pattern,caption_quiz,"[""hook_only"", ""10_to_20s"", ""easy_to_copy""]","{""ttk_id"": ""TTK-0174"", ""concept_type"": ""caption_quiz"", ""format_structure"": ""hook_only"", ""payoff_timing"": ""10_to_20s"", ""audio_focus"": ""acapella_loop"", ""visual_hook_hint"": ""caption_punch"", ""viral_mechanism"": ""easy_to_copy"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 11, ""notes"": ""acapella_loop_hook_only_easy_to_copy""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0175:C,tiktok_concept_patterns,TTK-0175,concept_pattern,transition,"[""stitch_ready"", ""7_to_12s"", ""controversy_but_safe""]","{""ttk_id"": ""TTK-0175"", ""concept_type"": ""transition"", ""format_structure"": ""stitch_ready"", ""payoff_timing"": ""7_to_12s"", ""audio_focus"": ""bass_drop"", ""visual_hook_hint"": ""cut_transition"", ""viral_mechanism"": ""controversy_but_safe"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 9, ""notes"": ""stitch_ready_cut_transition_bass_drop""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0176:C,tiktok_concept_patterns,TTK-0176,concept_pattern,caption_quiz,"[""verse_to_hook"", ""3_to_7s"", ""co_creation""]","{""ttk_id"": ""TTK-0176"", ""concept_type"": ""caption_quiz"", ""format_structure"": ""verse_to_hook"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""beat_switch"", ""visual_hook_hint"": ""stitch_frame"", ""viral_mechanism"": ""co_creation"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 5, ""notes"": ""verse_to_hook_caption_quiz_stitch_frame""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0177:C,tiktok_concept_patterns,TTK-0177,concept_pattern,reveal_twist,"[""listicle_3"", ""7_to_12s"", ""satisfying_process""]","{""ttk_id"": ""TTK-0177"", ""concept_type"": ""reveal_twist"", ""format_structure"": ""listicle_3"", ""payoff_timing"": ""7_to_12s"", ""audio_focus"": ""glitch_cut"", ""visual_hook_hint"": ""prop_reveal"", ""viral_mechanism"": ""satisfying_process"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 9, ""notes"": ""reveal_twist_listicle_3_prop_reveal""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0178:C,tiktok_concept_patterns,TTK-0178,concept_pattern,behind_the_scenes,"[""hook_only"", ""7_to_12s"", ""controversy_but_safe""]","{""ttk_id"": ""TTK-0178"", ""concept_type"": ""behind_the_scenes"", ""format_structure"": ""hook_only"", ""payoff_timing"": ""7_to_12s"", ""audio_focus"": ""narration"", ""visual_hook_hint"": ""camera_spin_orjump"", ""viral_mechanism"": ""controversy_but_safe"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 10, ""notes"": ""camera_spin_orjump_controversy_but_safe_hook_only""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0179:C,tiktok_concept_patterns,TTK-0179,concept_pattern,storytelling_clip,"[""POV_cutaway"", ""10_to_20s"", ""flex_skills""]","{""ttk_id"": ""TTK-0179"", ""concept_type"": ""storytelling_clip"", ""format_structure"": ""POV_cutaway"", ""payoff_timing"": ""10_to_20s"", ""audio_focus"": ""acapella_loop"", ""visual_hook_hint"": ""POV_handheld"", ""viral_mechanism"": ""flex_skills"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 16, ""notes"": ""storytelling_clip_POV_handheld_acapella_loop""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0180:C,tiktok_concept_patterns,TTK-0180,concept_pattern,storytelling_clip,"[""duet_ready"", ""7_to_12s"", ""high_relatability""]","{""ttk_id"": ""TTK-0180"", ""concept_type"": ""storytelling_clip"", ""format_structure"": ""duet_ready"", ""payoff_timing"": ""7_to_12s"", ""audio_focus"": ""acapella_loop"", ""visual_hook_hint"": ""camera_spin_orjump"", ""viral_mechanism"": ""high_relatability"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 12, ""notes"": ""acapella_loop_high_relatability_duet_ready""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0181:C,tiktok_concept_patterns,TTK-0181,concept_pattern,poll_moment,"[""problem_solution"", ""3_to_7s"", ""co_creation""]","{""ttk_id"": ""TTK-0181"", ""concept_type"": ""poll_moment"", ""format_structure"": ""problem_solution"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""vocal_hook_anddrums"", ""visual_hook_hint"": ""on_beat_cuts"", ""viral_mechanism"": ""co_creation"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 5, ""notes"": ""co_creation_on_beat_cuts_problem_solution""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0182:C,tiktok_concept_patterns,TTK-0182,concept_pattern,reveal_twist,"[""build_then_drop"", ""10_to_20s"", ""emotional_punch""]","{""ttk_id"": ""TTK-0182"", ""concept_type"": ""reveal_twist"", ""format_structure"": ""build_then_drop"", ""payoff_timing"": ""10_to_20s"", ""audio_focus"": ""acapella_loop"", ""visual_hook_hint"": ""POV_handheld"", ""viral_mechanism"": ""emotional_punch"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 12, ""notes"": ""emotional_punch_POV_handheld_reveal_twist""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0183:C,tiktok_concept_patterns,TTK-0183,concept_pattern,meme_context,"[""build_then_drop"", ""3_to_7s"", ""authority_flex""]","{""ttk_id"": ""TTK-0183"", ""concept_type"": ""meme_context"", ""format_structure"": ""build_then_drop"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""acapella_loop"", ""visual_hook_hint"": ""on_beat_cuts"", ""viral_mechanism"": ""authority_flex"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 3, ""notes"": ""authority_flex_build_then_drop_acapella_loop""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0184:C,tiktok_concept_patterns,TTK-0184,concept_pattern,filter_flip,"[""listicle_3"", ""7_to_12s"", ""scarcity_timer""]","{""ttk_id"": ""TTK-0184"", ""concept_type"": ""filter_flip"", ""format_structure"": ""listicle_3"", ""payoff_timing"": ""7_to_12s"", ""audio_focus"": ""vocal_hook_anddrums"", ""visual_hook_hint"": ""reaction_face"", ""viral_mechanism"": ""scarcity_timer"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 11, ""notes"": ""vocal_hook_anddrums_reaction_face_listicle_3""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0185:C,tiktok_concept_patterns,TTK-0185,concept_pattern,listicle_tip,"[""A_B_A_loop"", ""under_3s"", ""fan_service""]","{""ttk_id"": ""TTK-0185"", ""concept_type"": ""listicle_tip"", ""format_structure"": ""A_B_A_loop"", ""payoff_timing"": ""under_3s"", ""audio_focus"": ""vocal_hook"", ""visual_hook_hint"": ""subtitles_andface"", ""viral_mechanism"": ""fan_service"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 3, ""notes"": ""fan_service_listicle_tip_A_B_A_loop""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0186:C,tiktok_concept_patterns,TTK-0186,concept_pattern,listicle_tip,"[""POV_cutaway"", ""3_to_7s"", ""fan_service""]","{""ttk_id"": ""TTK-0186"", ""concept_type"": ""listicle_tip"", ""format_structure"": ""POV_cutaway"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""silence_then_boom"", ""visual_hook_hint"": ""text_popups"", ""viral_mechanism"": ""fan_service"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 3, ""notes"": ""POV_cutaway_listicle_tip_fan_service""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0187:C,tiktok_concept_patterns,TTK-0187,concept_pattern,storytelling_clip,"[""POV_cutaway"", ""under_3s"", ""controversy_but_safe""]","{""ttk_id"": ""TTK-0187"", ""concept_type"": ""storytelling_clip"", ""format_structure"": ""POV_cutaway"", ""payoff_timing"": ""under_3s"", ""audio_focus"": ""acapella_loop"", ""visual_hook_hint"": ""duet_layout"", ""viral_mechanism"": ""controversy_but_safe"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 2, ""notes"": ""controversy_but_safe_acapella_loop_POV_cutaway""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0188:C,tiktok_concept_patterns,TTK-0188,concept_pattern,storytelling_clip,"[""verse_to_hook"", ""7_to_12s"", ""visual_satisfaction""]","{""ttk_id"": ""TTK-0188"", ""concept_type"": ""storytelling_clip"", ""format_structure"": ""verse_to_hook"", ""payoff_timing"": ""7_to_12s"", ""audio_focus"": ""glitch_cut"", ""visual_hook_hint"": ""emoji_spam"", ""viral_mechanism"": ""visual_satisfaction"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 8, ""notes"": ""verse_to_hook_emoji_spam_storytelling_clip""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0189:C,tiktok_concept_patterns,TTK-0189,concept_pattern,behind_the_scenes,"[""duet_ready"", ""15_to_30s"", ""satisfying_process""]","{""ttk_id"": ""TTK-0189"", ""concept_type"": ""behind_the_scenes"", ""format_structure"": ""duet_ready"", ""payoff_timing"": ""15_to_30s"", ""audio_focus"": ""acapella_loop"", ""visual_hook_hint"": ""match_cut"", ""viral_mechanism"": ""satisfying_process"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 17, ""notes"": ""behind_the_scenes_acapella_loop_duet_ready""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0190:C,tiktok_concept_patterns,TTK-0190,concept_pattern,caption_quiz,"[""duet_ready"", ""10_to_20s"", ""high_relatability""]","{""ttk_id"": ""TTK-0190"", ""concept_type"": ""caption_quiz"", ""format_structure"": ""duet_ready"", ""payoff_timing"": ""10_to_20s"", ""audio_focus"": ""callout_tag"", ""visual_hook_hint"": ""screen_record"", ""viral_mechanism"": ""high_relatability"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 15, ""notes"": ""caption_quiz_screen_record_duet_ready""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0191:C,tiktok_concept_patterns,TTK-0191,concept_pattern,remix_callout,"[""listicle_3"", ""3_to_7s"", ""scarcity_timer""]","{""ttk_id"": ""TTK-0191"", ""concept_type"": ""remix_callout"", ""format_structure"": ""listicle_3"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""glitch_cut"", ""visual_hook_hint"": ""slow_zoom"", ""viral_mechanism"": ""scarcity_timer"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 4, ""notes"": ""slow_zoom_remix_callout_scarcity_timer""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0192:C,tiktok_concept_patterns,TTK-0192,concept_pattern,remix_callout,"[""verse_to_hook"", ""7_to_12s"", ""educational_value""]","{""ttk_id"": ""TTK-0192"", ""concept_type"": ""remix_callout"", ""format_structure"": ""verse_to_hook"", ""payoff_timing"": ""7_to_12s"", ""audio_focus"": ""bass_drop"", ""visual_hook_hint"": ""subtitles_andface"", ""viral_mechanism"": ""educational_value"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 8, ""notes"": ""bass_drop_educational_value_remix_callout""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0193:C,tiktok_concept_patterns,TTK-0193,concept_pattern,listicle_tip,"[""A_B_A_loop"", ""15_to_30s"", ""aspirational_vibes""]","{""ttk_id"": ""TTK-0193"", ""concept_type"": ""listicle_tip"", ""format_structure"": ""A_B_A_loop"", ""payoff_timing"": ""15_to_30s"", ""audio_focus"": ""narration"", ""visual_hook_hint"": ""simple_static_shot"", ""viral_mechanism"": ""aspirational_vibes"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 17, ""notes"": ""aspirational_vibes_A_B_A_loop_narration""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0194:C,tiktok_concept_patterns,TTK-0194,concept_pattern,live_teaser,"[""verse_to_hook"", ""3_to_7s"", ""educational_value""]","{""ttk_id"": ""TTK-0194"", ""concept_type"": ""live_teaser"", ""format_structure"": ""verse_to_hook"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""silence_then_boom"", ""visual_hook_hint"": ""greenscreen_effect"", ""viral_mechanism"": ""educational_value"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 3, ""notes"": ""live_teaser_educational_value_greenscreen_effect""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0195:C,tiktok_concept_patterns,TTK-0195,concept_pattern,live_teaser,"[""call_and_response"", ""3_to_7s"", ""curiosity_gap""]","{""ttk_id"": ""TTK-0195"", ""concept_type"": ""live_teaser"", ""format_structure"": ""call_and_response"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""silence_then_boom"", ""visual_hook_hint"": ""facial_zoom"", ""viral_mechanism"": ""curiosity_gap"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 3, ""notes"": ""facial_zoom_silence_then_boom_curiosity_gap""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0196:C,tiktok_concept_patterns,TTK-0196,concept_pattern,micro_tutorial,"[""POV_cutaway"", ""3_to_7s"", ""co_creation""]","{""ttk_id"": ""TTK-0196"", ""concept_type"": ""micro_tutorial"", ""format_structure"": ""POV_cutaway"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""callout_tag"", ""visual_hook_hint"": ""text_popups"", ""viral_mechanism"": ""co_creation"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 3, ""notes"": ""POV_cutaway_text_popups_co_creation""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0197:C,tiktok_concept_patterns,TTK-0197,concept_pattern,caption_quiz,"[""POV_cutaway"", ""3_to_7s"", ""meme_potential""]","{""ttk_id"": ""TTK-0197"", ""concept_type"": ""caption_quiz"", ""format_structure"": ""POV_cutaway"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""acapella_loop"", ""visual_hook_hint"": ""greenscreen_effect"", ""viral_mechanism"": ""meme_potential"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 5, ""notes"": ""acapella_loop_greenscreen_effect_caption_quiz""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0198:C,tiktok_concept_patterns,TTK-0198,concept_pattern,behind_the_scenes,"[""duet_ready"", ""15_to_30s"", ""participation_chain""]","{""ttk_id"": ""TTK-0198"", ""concept_type"": ""behind_the_scenes"", ""format_structure"": ""duet_ready"", ""payoff_timing"": ""15_to_30s"", ""audio_focus"": ""beat_switch"", ""visual_hook_hint"": ""split_screen"", ""viral_mechanism"": ""participation_chain"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 18, ""notes"": ""beat_switch_split_screen_behind_the_scenes""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0199:C,tiktok_concept_patterns,TTK-0199,concept_pattern,meme_context,"[""build_then_drop"", ""under_3s"", ""curiosity_gap""]","{""ttk_id"": ""TTK-0199"", ""concept_type"": ""meme_context"", ""format_structure"": ""build_then_drop"", ""payoff_timing"": ""under_3s"", ""audio_focus"": ""narration"", ""visual_hook_hint"": ""prop_reveal"", ""viral_mechanism"": ""curiosity_gap"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 2, ""notes"": ""build_then_drop_narration_prop_reveal""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0200:C,tiktok_concept_patterns,TTK-0200,concept_pattern,product_demo,"[""A_B_A_loop"", ""3_to_7s"", ""co_creation""]","{""ttk_id"": ""TTK-0200"", ""concept_type"": ""product_demo"", ""format_structure"": ""A_B_A_loop"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""vocal_hook_anddrums"", ""visual_hook_hint"": ""POV_handheld"", ""viral_mechanism"": ""co_creation"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 5, ""notes"": ""POV_handheld_product_demo_co_creation""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0201:C,tiktok_concept_patterns,TTK-0201,concept_pattern,stitch_prompt,"[""duet_ready"", ""10_to_20s"", ""scarcity_timer""]","{""ttk_id"": ""TTK-0201"", ""concept_type"": ""stitch_prompt"", ""format_structure"": ""duet_ready"", ""payoff_timing"": ""10_to_20s"", ""audio_focus"": ""sound_effect"", ""visual_hook_hint"": ""looped_dance_move"", ""viral_mechanism"": ""scarcity_timer"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 10, ""notes"": ""stitch_prompt_sound_effect_duet_ready""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0202:C,tiktok_concept_patterns,TTK-0202,concept_pattern,poll_moment,"[""POV_cutaway"", ""7_to_12s"", ""visual_satisfaction""]","{""ttk_id"": ""TTK-0202"", ""concept_type"": ""poll_moment"", ""format_structure"": ""POV_cutaway"", ""payoff_timing"": ""7_to_12s"", ""audio_focus"": ""glitch_cut"", ""visual_hook_hint"": ""outfit_change"", ""viral_mechanism"": ""visual_satisfaction"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 8, ""notes"": ""glitch_cut_visual_satisfaction_POV_cutaway""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0203:C,tiktok_concept_patterns,TTK-0203,concept_pattern,behind_the_scenes,"[""hook_only"", ""10_to_20s"", ""satisfying_process""]","{""ttk_id"": ""TTK-0203"", ""concept_type"": ""behind_the_scenes"", ""format_structure"": ""hook_only"", ""payoff_timing"": ""10_to_20s"", ""audio_focus"": ""vocal_hook"", ""visual_hook_hint"": ""screen_record"", ""viral_mechanism"": ""satisfying_process"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 15, ""notes"": ""satisfying_process_vocal_hook_behind_the_scenes""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0204:C,tiktok_concept_patterns,TTK-0204,concept_pattern,stitch_prompt,"[""duet_ready"", ""10_to_20s"", ""curiosity_gap""]","{""ttk_id"": ""TTK-0204"", ""concept_type"": ""stitch_prompt"", ""format_structure"": ""duet_ready"", ""payoff_timing"": ""10_to_20s"", ""audio_focus"": ""glitch_cut"", ""visual_hook_hint"": ""caption_punch"", ""viral_mechanism"": ""curiosity_gap"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 19, ""notes"": ""stitch_prompt_duet_ready_curiosity_gap""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0205:C,tiktok_concept_patterns,TTK-0205,concept_pattern,stitch_prompt,"[""listicle_3"", ""7_to_12s"", ""meme_potential""]","{""ttk_id"": ""TTK-0205"", ""concept_type"": ""stitch_prompt"", ""format_structure"": ""listicle_3"", ""payoff_timing"": ""7_to_12s"", ""audio_focus"": ""glitch_cut"", ""visual_hook_hint"": ""on_beat_cuts"", ""viral_mechanism"": ""meme_potential"", ""loop_friendliness"": ""perfect_seam_loop"", ""recommended_duration_secs"": 11, ""notes"": ""meme_potential_on_beat_cuts_glitch_cut""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0206:C,tiktok_concept_patterns,TTK-0206,concept_pattern,reveal_twist,"[""hook_only"", ""under_3s"", ""educational_value""]","{""ttk_id"": ""TTK-0206"", ""concept_type"": ""reveal_twist"", ""format_structure"": ""hook_only"", ""payoff_timing"": ""under_3s"", ""audio_focus"": ""bass_drop"", ""visual_hook_hint"": ""stitch_frame"", ""viral_mechanism"": ""educational_value"", ""loop_friendliness"": ""good_enough_loop"", ""recommended_duration_secs"": 3, ""notes"": ""hook_only_educational_value_stitch_frame""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
vm_ttk:TTK-0207:C,tiktok_concept_patterns,TTK-0207,concept_pattern,poll_moment,"[""listicle_3"", ""3_to_7s"", ""aspirational_vibes""]","{""ttk_id"": ""TTK-0207"", ""concept_type"": ""poll_moment"", ""format_structure"": ""listicle_3"", ""payoff_timing"": ""3_to_7s"", ""audio_focus"": ""callout_tag"", ""visual_hook_hint"": ""greenscreen_effect"", ""viral_mechanism"": ""aspirational_vibes"", ""loop_friendliness"": ""one_off_impact"", ""recommended_duration_secs"": 5, ""notes"": ""aspirational_vibes_greenscreen_effect_callout_tag""}","[""viral_muse"", ""tiktok_concept_patterns"", ""concept_pattern""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_TTK_SINGLE_PATTERN""]}",0.97,active,
